patient_id	feature_display	tested_subfeature	therapy_name	n_mut	n_wt	n_mut_tested	n_wt_tested	mut_ic50_median	mut_ic50_mean	mut_ic50_std	wt_ic50_median	wt_ic50_mean	wt_ic50_std	pvalue_mww	statistic
SC_9066	TMPRSS2--ERG Fusion	TMPRSS2	Rucaparib	95	1728	59	881	24.095	37.155	33.304	35.551	46.817	43.318	0.093	29377.0
SC_9066	TMPRSS2--ERG Fusion	ERG	Rucaparib	114	1709	72	868	30.195	37.386	30.442	35.672	46.942	43.61	0.167	34310.0
SC_9066	TMPRSS2--ERG Fusion	TMPRSS2 Fusions	Rucaparib	2	1821	1	939	64.3	64.3		34.998	46.191	42.827	0.382	232.0
SC_9066	TMPRSS2--ERG Fusion	ERG Fusions	Rucaparib	7	1816	6	934	42.35	38.998	23.018	35.036	46.257	42.909	0.99	2793.0
SC_9066	TMPRSS2--ERG Fusion	TMPRSS2--ERG	Rucaparib	2	1821	1	939	64.3	64.3		34.998	46.191	42.827	0.382	232.0
SC_9066	PTEN Deletion	PTEN	AZD8186	293	1530	151	601	17.17	35.635	49.53	28.168	59.533	106.383	1.966e-05	55562.5
SC_9066	PTEN Deletion	PTEN Copy Number	AZD8186	129	1694	66	686	17.912	36.238	51.894	25.722	56.514	101.287	0.011	26919.5
SC_9066	PTEN Deletion	PTEN Copy Number Deletion	AZD8186	102	1721	53	699	16.492	33.28	44.634	25.33	56.361	100.838	0.012	22366.5
SC_9066	COL1A1--C1R Fusion	COL1A1	Imatinib	130	1693	37	370	19.015	20.406	11.327	18.171	21.375	16.435	0.835	6702.0
SC_9066	COL1A1--C1R Fusion	C1R	Imatinib	108	1715	27	380	19.838	22.347	13.512	18.18	21.212	16.206	0.475	4708.0
SC_9066	COL1A1--C1R Fusion	COL1A1 Fusions	Imatinib	1	1822	0	407				18.312	21.287	16.03	nan	
SC_9066	COL1A1--C1R Fusion	C1R Fusions	Imatinib	0	1823	0	407				18.312	21.287	16.03	nan	
SC_9066	COL1A1--C1R Fusion	COL1A1--C1R	Imatinib	0	1823	0	407				18.312	21.287	16.03	nan	
SC_9066	CDK5RAP2--COL1A1 Fusion	CDK5RAP2	Imatinib	123	1700	36	371	17.556	19.512	14.557	18.315	21.459	16.173	0.387	7261.5
SC_9066	CDK5RAP2--COL1A1 Fusion	COL1A1	Imatinib	130	1693	37	370	19.015	20.406	11.327	18.171	21.375	16.435	0.835	6702.0
SC_9066	CDK5RAP2--COL1A1 Fusion	CDK5RAP2 Fusions	Imatinib	5	1818	2	405	8.516	8.516	2.822	18.315	21.35	16.043	0.084	692.0
SC_9066	CDK5RAP2--COL1A1 Fusion	COL1A1 Fusions	Imatinib	1	1822	0	407				18.312	21.287	16.03	nan	
SC_9066	CDK5RAP2--COL1A1 Fusion	CDK5RAP2--COL1A1	Imatinib	0	1823	0	407				18.312	21.287	16.03	nan	
SC_9066	TMPRSS2--ERG Fusion	TMPRSS2	Rucaparib	95	1728	59	881	24.095	37.155	33.304	35.551	46.817	43.318	0.093	29377.0
SC_9066	TMPRSS2--ERG Fusion	ERG	Rucaparib	114	1709	72	868	30.195	37.386	30.442	35.672	46.942	43.61	0.167	34310.0
SC_9066	TMPRSS2--ERG Fusion	TMPRSS2 Fusions	Rucaparib	2	1821	1	939	64.3	64.3		34.998	46.191	42.827	0.382	232.0
SC_9066	TMPRSS2--ERG Fusion	ERG Fusions	Rucaparib	7	1816	6	934	42.35	38.998	23.018	35.036	46.257	42.909	0.99	2793.0
SC_9066	TMPRSS2--ERG Fusion	TMPRSS2--ERG	Rucaparib	2	1821	1	939	64.3	64.3		34.998	46.191	42.827	0.382	232.0
